GEOID,poverty_estimate,poverty_population,pctpov,majority,plurality,white,black,asian,american_indian,hispanic,urban_rural
48117,2995,18461,16.223389848870593,Non-White,Hispanic,24.69,0.64,0.63,0.1,72.83,5
48119,1039,5183,20.046305228632065,White,White,80.76,8.78,0.53,0,7.77,6
48121,62681,820627,7.6381839739613735,White,White,59.25,9.58,8.65,0.08,19.3,2
48123,2946,18395,16.01522152758902,White,White,54.78,9.28,0,0,35.36,6
48125,410,2083,19.683149303888623,White,White,67,2.68,0.5,0,29.82,6
48127,3477,10326,33.67228355607205,Non-White,Hispanic,10.95,0.04,1.41,0,86.91,6
48129,447,3031,14.747608050148466,White,White,80.85,5.48,0.36,0,11.07,6
48131,2426,10647,22.78576124729971,Non-White,Hispanic,9.35,1.31,0,0,89.33,6
48133,3168,17311,18.300502570619837,White,White,79.32,2.86,0.62,0,16.36,6
48135,18899,158804,11.900833732147804,Non-White,Hispanic,32.29,4.43,1.09,0.02,60.68,4
48137,165,1906,8.656873032528855,Non-White,Hispanic,43.27,0,0,0,56.62,6
48139,15026,171471,8.762997824705051,White,White,60.83,9.8,0.64,0.04,26.23,2
48141,165719,820912,20.18718206092736,Non-White,Hispanic,11.97,2.96,1.14,0.12,82.56,3
48143,7305,39761,18.37227433917658,White,White,74.56,1.85,0.88,0.2,21.08,5
48145,4113,15536,26.47399588053553,White,White,51.24,24.11,0.47,0,23.16,3
48147,3796,31577,12.021407986825853,White,White,78.79,5.63,0.64,0.04,11.29,6
48149,2929,24704,11.856379533678757,White,White,71.23,6.54,0.47,0,20.99,6
48151,575,3820,15.052356020942408,White,White,61.77,2.65,0.31,0,32.7,6
48153,847,5756,14.715079916608756,Non-White,Hispanic,36.81,2.88,0.17,0,58.68,6
48155,129,1239,10.411622276029057,White,White,72.08,2.27,0,0,22.27,6
48157,56251,759272,7.408543973701125,Non-White,White,33.09,20.12,20.02,0.05,24.5,2
48159,988,10613,9.309337604824272,White,White,78.67,4.37,0.05,0,14.46,6
48161,3260,18054,18.05694029024039,White,White,66.6,15.08,0.45,0,15.5,6
48163,3618,15557,23.25641190460886,Non-White,Hispanic,16.27,3.18,0.81,0,79.28,6
48165,3143,20597,15.259503811234646,White,White,55.51,2.17,0.49,0.04,41.49,6
48167,40485,326347,12.405507021667121,White,White,57.36,12.35,3.26,0.03,24.63,2
48169,829,4208,19.700570342205324,Non-White,Hispanic,39.65,5.63,1.96,0,52.22,6
48171,2476,26082,9.493137029368913,White,White,74.7,0.08,0.12,0,23.18,5
48173,177,1510,11.721854304635762,White,White,56.23,0,0,0,43.77,5
48175,980,7454,13.147303461228871,White,White,58.27,4.92,0.73,0,35.85,4
48177,2886,20443,14.117301765885633,Non-White,Hispanic,41.65,6.47,0.37,0.02,50.74,6
48179,3412,20693,16.488667665394093,White,White,63.32,4.31,0.67,0.2,29,5
48181,16775,128315,13.073296185169308,White,White,75.41,5.24,1.57,0.01,13.42,4
48183,21494,119353,18.008763918795506,White,White,57.51,19.79,1.28,0.11,18.71,4
48185,4134,24360,16.970443349753694,White,White,58.5,14.88,0.2,0,24.16,6
48187,14297,156942,9.109734806489021,White,White,50.36,7.58,1.63,0.1,37.92,2
48189,5046,31508,16.014980322457788,Non-White,Hispanic,33.83,4.54,0.29,0.02,59.45,5
48191,685,2993,22.886735716672234,White,White,55.61,6.17,0.26,0,34.78,6
48193,1402,8093,17.323612998887928,White,White,84.05,0.79,0,0,12.75,6
48195,947,5445,17.392102846648303,White,White,51.61,0.09,0.07,0,48.01,6
48197,544,3920,13.877551020408163,White,White,71.69,5.88,0,0,18.99,6
48199,6768,56068,12.071056574159948,White,White,86.49,5.55,0.62,0,5.69,3
48201,722792,4601170,15.708874047253198,Non-White,Hispanic,29.59,18.57,6.92,0.05,42.94,1
48203,11290,64974,17.37618124172746,White,White,63.59,20.67,0.79,0.02,13.11,5
48205,251,4120,6.092233009708738,White,White,59.98,7.41,1.45,0,26.72,6
48207,1072,5262,20.372481946028127,White,White,64.65,3.79,0.28,0,28.57,6
48209,28214,205493,13.729908074727607,White,White,53.77,3.85,1.5,0,38.93,2
48211,326,3958,8.236483072258718,White,White,63.07,0.98,0.03,0,34.83,6
48213,13599,79575,17.089538171536287,White,White,78.18,6.35,0.65,0.03,12.76,5
48215,250879,844950,29.691579383395467,Non-White,Hispanic,6.14,0.42,0.94,0.01,92.18,3
48217,4383,34636,12.654463563921931,White,White,70.6,6.27,0.4,0.17,20.61,6
48219,3662,22206,16.491038458074396,Non-White,Hispanic,46.93,3.2,0.35,0.09,47.79,5
48221,5615,57594,9.749279438830435,White,White,84.22,0.76,0.7,0.06,12.4,2
48223,5027,35842,14.02544500864907,White,White,73.28,7,0.67,0.12,16.87,5
48225,4308,19768,21.792796438688793,White,White,61.83,24.91,0.38,0,11.08,6
48227,5470,31555,17.33481223260973,Non-White,White,48.65,5.19,0.69,0.03,42.51,5
48229,886,3624,24.44812362030905,Non-White,Hispanic,17.35,1.63,0.77,0,77.8,3
48231,14681,91378,16.066230383680974,White,White,71.62,7.81,1.24,0.05,16.35,2
48233,3083,21180,14.5561850802644,White,White,70.36,1.44,0.36,0.7,23.26,5
48235,241,1620,14.876543209876544,White,White,69.88,4.07,0,0,25.56,4
48237,1255,7695,16.30929174788824,White,White,77.16,4.74,0.1,0,16.88,6
48239,1942,14494,13.3986477162964,White,White,58.48,6.48,1.05,0.06,33.11,6
48241,6371,34449,18.494005631513254,White,White,74.52,16.53,0.45,0.07,6.72,6
48243,85,2177,3.904455672944419,White,White,58.37,1.03,0,0,39.85,6
48245,41948,237578,17.65651701756897,Non-White,White,40.59,33.46,3.73,0.05,20.72,3
48247,1576,5148,30.61383061383061,Non-White,Hispanic,8.09,0.04,0,0,91.34,6
48249,9388,40463,23.201443293873414,Non-White,Hispanic,17.96,0.62,0.51,0.13,80.28,5
48251,16799,164022,10.241918766994672,White,White,71.99,3.47,0.92,0.4,21.36,2
48253,1782,12753,13.973182780522231,White,White,54.15,13.99,0.39,0,27.55,4
48255,2199,12432,17.68822393822394,Non-White,Hispanic,35.84,6.41,1.04,0,54.72,6
48257,13864,122078,11.356673602123232,White,White,63.69,11.72,1.28,0.04,21.42,2
48259,2411,43212,5.579468666111265,White,White,72.34,0.49,0.9,0.13,23.88,2
48261,31,568,5.457746478873239,Non-White,Hispanic,5.28,0,0,0,94.72,5
48263,87,601,14.47587354409318,White,White,83.77,0.93,0,0,14.06,6
48265,5880,50232,11.705685618729097,White,White,68.72,1.43,0.82,0.08,26.94,5
48267,964,4330,22.263279445727484,White,White,75.67,1.1,0,0,21.79,6
48269,25,237,10.548523206751055,White,White,67.09,0,0,0,32.91,6
48271,667,3404,19.594594594594593,Non-White,Hispanic,40.58,0.14,0,0,59.28,6
48273,7904,29084,27.17645440792188,Non-White,Hispanic,20.19,2.94,2.24,0,72.88,5
48275,535,3571,14.981797815737888,White,White,58.22,4.7,1.08,0,34.33,6
48277,8530,48911,17.439839708858948,White,White,74.42,12.75,0.77,0.11,7.87,5
48279,2453,12899,19.016978060314756,Non-White,Hispanic,39.31,2.99,0.52,0,55.56,6
48281,2280,20605,11.06527541858772,White,White,72.59,4.33,1.15,0.35,19.42,3
48283,1098,6460,16.9969040247678,Non-White,Hispanic,13.24,1.46,0.16,0,84.09,6
48285,2083,19546,10.65691190013302,White,White,73.51,6.16,0.47,0,18.91,6
48287,2040,16596,12.292118582791034,White,White,63.34,11.13,0.99,0,23.68,6
48289,3023,17129,17.648432482923695,White,White,76.13,6.71,0.8,0.32,14.57,6
48291,10708,75950,14.098749177090191,White,White,63.3,9.84,0.52,0.01,24.84,2
48293,4388,22572,19.440014176856284,White,White,58.65,16.85,0.76,0.29,21.91,6
48295,428,3320,12.891566265060241,White,White,62.51,0.53,0.62,0,31.96,6
48297,1837,10665,17.224566338490387,White,White,56.05,2.22,1.43,0,39.99,6
48299,2211,20795,10.63236354893003,White,White,86.44,0.67,0.29,0,10.39,6
48301,15,98,15.306122448979592,White,White,84.69,0,0,0,12.24,6
48303,55155,292392,18.863375194943774,White,White,53.47,6.6,2.13,0.07,35.43,3
48305,1053,5775,18.233766233766232,Non-White,White,49.3,0.7,0.79,0.1,47.22,3
48307,1326,7845,16.90248565965583,White,White,60.51,1.08,0.74,0,32.31,6
48309,46207,241276,19.151096669374493,White,White,55.93,14.26,1.58,0.02,26.34,3
48311,91,774,11.757105943152455,Non-White,Hispanic,49.1,0,0,0,49.74,6
48313,1319,10964,12.030280919372492,White,White,55,16.27,3.36,0.07,23.17,6
48315,1901,9906,19.190389662830608,White,White,70.85,22.9,0.32,0.41,4.14,6
48317,474,5589,8.480944712828771,White,White,53.94,0.85,0.07,0,44.96,4
48319,447,4176,10.704022988505747,White,White,74.18,0.05,2.41,0,22.19,6
48321,6884,36334,18.946441349700006,Non-White,White,43.63,10.29,1.93,0.33,42.45,5
48323,15616,57972,26.937142068584834,Non-White,Hispanic,2.5,0.32,0.55,0.04,95.18,5
48325,5372,47552,11.297106325706595,Non-White,Hispanic,43.57,2.47,0.69,0.04,51.97,2
48327,276,2074,13.307618129218902,White,White,54.84,0,0,0,41.67,6
48329,15871,166097,9.555259878263907,Non-White,White,45.41,6.22,1.91,0.05,44.73,4
48331,3744,24237,15.447456368362422,White,White,62.36,9.2,0.52,0,26.43,6
48333,734,4706,15.597110072248194,White,White,78.22,0.39,0.22,0,20.99,6
48335,712,6320,11.265822784810126,Non-White,White,47.89,9.02,0.43,0,39.88,6
48337,2995,19143,15.64540563130126,White,White,85.79,0.67,0,0,10.97,6
48339,52589,568523,9.250109494250893,White,White,66.02,4.8,2.92,0.04,24.14,2
48341,2712,21148,12.823907698127481,Non-White,Hispanic,32.46,3.21,6.84,0,56.06,5
48343,2170,12210,17.772317772317773,White,White,64.4,23.09,0.16,0.06,9.86,6
48345,101,1252,8.067092651757187,White,White,74.44,1.52,0,0,19.65,6
48347,14803,59750,24.77489539748954,White,White,59.52,17.26,1.4,0.02,19.42,5
48349,8150,48041,16.964676005911617,White,White,56.05,12.2,0.68,1.34,27.26,5
48351,3357,13743,24.426981008513422,White,White,73.47,20.29,0.55,0,3.62,3
48353,2359,14623,16.132120631881282,White,White,55.53,5.56,0.29,0,37.68,5
48355,58539,353228,16.572582015015797,Non-White,Hispanic,29.47,3.62,2,0.06,63.74,3
48357,1522,10029,15.17598963007279,Non-White,Hispanic,43.11,0.09,0.23,0,54.18,6
48359,152,1669,9.107249850209707,White,White,77.13,3.06,1.86,0,15.23,3
48361,11029,82867,13.30927872373804,White,White,80.66,8.69,1.17,0,7.68,3
48363,5097,28153,18.10464248925514,White,White,75.05,2.51,0.79,0.1,19.88,5
48365,3353,22779,14.719697967426137,White,White,73.18,17.28,0.07,0,8.72,6
48367,10675,131923,8.091841452968778,White,White,83.47,1.24,0.54,0.04,12.29,2
48369,1440,9643,14.933112102042934,Non-White,Hispanic,34.1,1.19,0.34,0,63.29,6
48371,2041,13490,15.129725722757598,Non-White,Hispanic,25.18,3.43,0.61,0.15,68.78,6
48373,8238,45305,18.183423463193908,White,White,70.89,9.69,0.77,0.14,15.27,6
48375,22979,112681,20.392967758539594,Non-White,White,44.07,9.79,5.39,0.2,38.32,3
48377,2717,6970,38.981348637015785,Non-White,Hispanic,12.96,0,1.35,0,83.74,6
48379,1510,11669,12.940269089039337,White,White,85.33,3.53,0.36,0,9.12,6
48381,11104,131196,8.463672672947347,White,White,71.65,2.52,1.73,0.26,21.63,3
48383,357,3731,9.568480300187618,Non-White,Hispanic,29.77,0.85,0.16,0,68.83,6
48385,780,3156,24.714828897338403,White,White,73.09,0.56,0.06,0,26.26,6
48387,2352,11969,19.650764474893474,White,White,73.39,16.75,0.08,0,7.28,6
48389,2033,13512,15.045885139135585,Non-White,Hispanic,22.28,1.34,1.32,0.14,74.69,5
48391,1148,6969,16.472951642990385,Non-White,Hispanic,41.64,6.48,0.29,0,50.44,6
48393,93,791,11.757269279393173,White,White,83.85,0,0,0,13.29,6
48395,2356,16786,14.035505778625046,White,White,57.2,20.23,0.17,0.11,20.98,4
48397,4579,96447,4.747685257187886,White,White,70.83,6.22,2.66,0.05,17.64,2
48399,1518,9936,15.277777777777779,White,White,61.47,3.01,0.11,0,34.16,6
48401,5769,48705,11.844779796735448,White,White,63.75,16.77,0.52,0.06,16.82,4
48403,2076,10326,20.10459035444509,White,White,85.53,5.64,0.07,0.29,4.56,6
48405,1995,8044,24.80109398309299,White,White,69.09,21.34,0,0,7.2,6
48407,4238,27895,15.192686861444704,White,White,74.67,8.93,0.03,0.04,13.11,6
48409,10516,66137,15.900328106808596,Non-White,Hispanic,38.39,1.46,0.99,0.05,57.79,3
48411,742,5308,13.978899773926148,White,White,64.21,2.02,0.15,0,30.1,6
48413,467,2983,15.65538048944016,Non-White,Hispanic,46.13,0.54,0,0.37,52.97,6
48415,2173,15087,14.403128521243454,White,White,52.76,4.63,0.3,0,40.38,5
48417,436,3270,13.333333333333334,White,White,85.44,0.21,0.24,0,11.53,6
48419,5685,25111,22.63948070566684,White,White,61.58,18.95,0.45,0,18.32,6
48421,448,3022,14.824619457313037,White,White,53.45,1.14,0,0,44.59,6
48423,34116,222154,15.356914572773842,White,White,59.73,17.22,1.68,0.09,19.5,4
48425,2017,8623,23.390931230430244,White,White,79.12,1.19,0.27,0.77,18.58,2
48427,22015,63419,34.713571642567686,Non-White,Hispanic,0.69,0.04,0.02,0,99.17,5
48429,1835,8910,20.59483726150393,White,White,71.09,2.83,0.33,0,23.74,6
48431,29,1194,2.4288107202680065,Non-White,Hispanic,46.95,0,0,0,52.07,6
48433,169,1422,11.884669479606188,White,White,75.88,2.03,0,0,21.27,6
48435,531,3807,13.947990543735225,Non-White,Hispanic,34.1,0.08,0,0.16,65.64,6
48437,1706,6783,25.151113076809672,Non-White,White,46.18,5.89,0.16,0.07,44.03,6
48439,241703,2023452,11.945081968833458,Non-White,White,46.72,16.14,5.37,0.19,28.81,1
48441,19764,130580,15.13554908868127,White,White,63.45,7.73,2.11,0.03,24.41,4
48443,84,896,9.375,Non-White,Hispanic,39.4,1.12,0,0,56.7,6
48445,2208,11511,19.181652332551472,Non-White,Hispanic,39.49,4.61,0,0,55,6
48447,241,1432,16.829608938547487,White,White,84.82,0.97,0,0,13.23,6
48449,5700,32241,17.679352377407646,Non-White,White,45.17,8.93,0.99,0,43.04,5
48451,15164,112042,13.534210385391193,White,White,53.27,3.99,1.2,0.07,39.89,4
48453,143785,1201757,11.964565215763253,Non-White,White,48.96,7.86,6.62,0.03,33.81,1
48455,2244,14449,15.53048653886082,White,White,78.37,9.95,0.03,0,9.99,5
48457,3114,18844,16.525153895139034,White,White,79.02,10.64,0.33,0,7.7,6
48459,6471,40377,16.026450702132404,White,White,80.38,8.14,0.31,0,8.59,4
48461,505,3591,14.062935115566694,Non-White,Hispanic,39.14,5.85,0.71,0,53.73,6
48463,4737,26410,17.93638773191973,Non-White,Hispanic,26.16,0.33,0.94,0,71.72,5
48465,9536,46976,20.29972752043597,Non-White,Hispanic,15.25,1.3,0.7,0.02,81.95,5
48467,7377,54084,13.639893499001554,White,White,83.71,2.8,0.49,0.09,10.91,6
48469,13620,90586,15.035435939328373,Non-White,Hispanic,44.67,5.61,1.14,0.02,46.87,4
48471,12325,55013,22.403795466526095,White,White,56.4,23.03,1.26,0.01,17.94,5
48473,7827,47386,16.51753682522264,Non-White,White,42.87,24.75,0.94,0.05,30.06,2
48475,1446,11552,12.517313019390583,Non-White,Hispanic,40,4.02,0.95,0,53.66,6
48477,3959,32923,12.025028095860037,White,White,64.01,16.39,1.66,0.11,16.06,5
48479,74264,270104,27.494594674643842,Non-White,Hispanic,3.53,0.29,0.48,0.01,95.47,3
48481,7212,40992,17.593676814988292,Non-White,White,44.46,13.52,0.34,0,41.39,5
48483,965,5275,18.29383886255924,White,White,68.47,2.96,0.06,0,26,6
48485,19693,116584,16.891683249845606,White,White,65.27,9.96,2.18,0.08,19.19,4
48487,2390,12447,19.201413995340243,White,White,58.13,9.59,0.94,0,29.11,5
48489,5468,20275,26.9691738594328,Non-White,Hispanic,11.24,0.55,0,0,88.19,5
48491,34818,542471,6.418407619946503,White,White,59.38,6.13,6.79,0.07,24.45,2
48493,4652,48484,9.594917911063444,White,White,57.03,1.22,0.31,0.08,39.68,2
48495,1167,7767,15.025106218617227,Non-White,Hispanic,35.12,2.25,0,0,60.96,6
48497,6983,65110,10.724927046536632,White,White,76.75,1.27,0.51,0.18,19.34,2
48499,6257,42759,14.633176641174957,White,White,82.46,4.92,0.64,0.08,10,6
48501,726,8631,8.411539798401112,Non-White,Hispanic,31.76,0.44,0.05,0,66.46,6
48503,2183,17715,12.32289020604008,White,White,77.91,2.1,0.27,0,18.66,6
48505,4888,14149,34.54661106792,Non-White,Hispanic,4.6,0,0.78,0,94.39,5
48507,4011,11875,33.776842105263164,Non-White,Hispanic,5.08,0.33,0.02,0,93.89,6
49001,584,6445,9.061287820015517,White,White,84.33,0,0.29,0,11.97,6
49003,4220,53551,7.88033836903139,White,White,86.99,0.58,0.78,0.11,9.44,3
49005,18616,121273,15.35049021628887,White,White,83.64,0.74,2.04,0.35,10.72,4
49007,3347,19957,16.77105777421456,White,White,85.51,0.42,0.05,0.08,13.3,5
49009,18,517,3.481624758220503,White,White,97.39,0.16,0,0,2.12,6
49011,18571,343234,5.410594521521761,White,White,83.83,1.26,1.74,0.67,9.67,3
49013,2696,19741,13.656856288941796,White,White,85.18,0.41,0.53,0.32,8.19,6
49015,1169,10047,11.635314024086792,White,White,91.05,0.02,0.67,0.27,6.35,6
49017,791,4794,16.49979140592407,White,White,88.76,0.06,0.08,0.14,6.12,6
49019,860,9479,9.072686992298767,White,White,82.38,0.32,1.61,0.56,10.31,6
49021,8622,50642,17.02539394178745,White,White,85.85,0.53,0.79,0.13,8.71,5
49023,1405,11148,12.603157517043414,White,White,91.57,0.23,0,0.09,5.22,3
49025,911,7372,12.357569180683669,White,White,91.22,0.01,0.32,0.11,4.68,6
49027,1597,12717,12.557993237398756,White,White,83,0.16,1.15,0.12,12.93,6
49029,322,11637,2.7670361777090315,White,White,94.96,0.77,0.09,0.15,2.9,3
49031,314,1831,17.149098853085746,White,White,96.73,0.16,0,0,2.52,6
49033,296,2384,12.416107382550337,White,White,89.28,0,0,0,10.72,6
49035,102809,1119075,9.18696244666354,White,White,71.05,1.8,4.03,1.41,18.35,1
49037,3716,14892,24.952994896588773,Non-White,White,43.82,0.15,0.5,0.28,5.69,6
49039,4048,26937,15.027657125886327,White,White,85.95,0.72,1.03,0.53,9.56,6
49041,3118,20883,14.93080496097304,White,White,91.7,0.61,0.05,0.06,5.17,6
49043,2289,40911,5.595072229962602,White,White,84.32,0.79,1.76,0.03,11.45,5
49045,4150,66808,6.21183091845288,White,White,83.13,0.42,0.77,0.62,12.36,2
49047,4479,35679,12.55360295972421,White,White,81.63,0.4,0.46,0.07,8.42,5
49049,62829,590617,10.637858375224553,White,White,82.33,0.53,1.49,0.87,11.78,3
49051,1865,31438,5.932311215726191,White,White,83.56,0.14,1.16,0.02,13.35,5
49053,19289,163692,11.783715758864208,White,White,84.31,0.65,0.79,0.79,10.47,4
49055,255,2651,9.619011693700491,White,White,90.74,0.22,0.3,1.56,6.25,6
49057,25351,248519,10.200829715233041,White,White,76.05,0.98,1.13,0.23,18.35,3
50001,2435,33888,7.1854343720491025,White,White,92.55,1.21,1.75,0.04,2.31,6
50003,3742,34357,10.891521378467269,White,White,94.12,0.55,1.01,0.26,2.01,5
50005,3670,29142,12.593507652185847,White,White,94.84,0.79,0.41,0,1.6,6
50007,18473,152964,12.076697785099762,White,White,88.51,2.59,4,0.05,2.34,4
50009,828,6187,13.382899628252787,White,White,95.35,0.98,0.48,0,1.39,5
50011,4207,48644,8.64854863909218,White,White,93.88,0.53,0.55,0,1.58,4
50013,524,6978,7.509314989968472,White,White,92.81,0.83,0.51,0,1.99,4
50015,3359,24728,13.583791653186672,White,White,94.52,0.87,0.81,0,1.8,6
50017,2749,28328,9.704179610279583,White,White,95.57,0.69,0.23,0.1,1.34,5
50019,3412,26053,13.096380455225887,White,White,95.07,0.56,0.29,0.03,1.51,6
50021,5710,56785,10.055472395879193,White,White,95.3,0.86,1.14,0,1.47,5
50023,5916,56075,10.550156041016495,White,White,94.19,0.85,0.83,0.06,1.95,5
50025,5626,41144,13.673925724285438,White,White,93.09,1.09,1.01,0.03,2.33,6
50027,5001,54345,9.202318520563068,White,White,94.65,0.71,0.87,0.04,1.68,5
51001,6141,32325,18.99767981438515,White,White,60.03,28.56,0.81,0,8.96,6
51003,9142,100293,9.115292193871955,White,White,76.96,9.47,5.16,0.04,5.77,4
51005,2925,14830,19.723533378287257,White,White,91.46,5.81,0.11,0,1.48,6
51007,1375,12861,10.691237073322448,White,White,73.6,21.19,0,0,3.01,2
51009,4327,30994,13.960766599987096,White,White,74.69,17.91,0.51,0.06,2.41,3
51011,2062,15624,13.197644649257553,White,White,76.73,19.7,0.08,0,1.66,3
51013,15625,230287,6.785011746212335,White,White,61.49,8.88,10.2,0.09,15.58,1
51015,6128,70773,8.658669266528197,White,White,90.73,4.14,0.61,0.12,2.82,4
51017,460,4231,10.872134247222878,White,White,89.18,3.02,0.35,0,3.69,6
51019,6917,77746,8.89692074190312,White,White,87.71,6.87,1.15,0.01,2.19,3
51021,564,5480,10.291970802919707,White,White,93.86,3.73,0.16,0,1.27,6
51023,2126,32938,6.454550974558261,White,White,92.88,2.96,0.67,0,1.7,3
51025,2883,14128,20.406285390713478,Non-White,Black,40.74,54.15,0.51,0,2.24,6
51027,5905,20822,28.359427528575544,White,White,94.85,2.7,1.03,0,0.49,6
51029,2340,14856,15.751211631663974,White,White,61.19,34.17,0.16,0,2.41,4
51031,5983,54525,10.972948188904171,White,White,79.57,13.99,0.88,0.02,2.52,3
51033,2466,28019,8.801170634212498,White,White,63.22,26.79,0.9,0,4.83,2
51035,4315,29538,14.60830117137247,White,White,94.5,0.55,0.06,0,3.53,6
51036,919,6984,13.158648339060711,Non-White,Black,42.34,45.14,0.86,0,1.87,2
51037,2798,11801,23.709855097025674,White,White,67.87,28,0.4,0,2.16,6
51041,23060,339423,6.793882559520127,White,White,61.79,22.74,3.43,0.04,8.83,2
51043,1080,14176,7.618510158013544,White,White,86.13,5.37,0.66,0,5.57,2
51045,451,5094,8.853553199842953,White,White,98.63,0.1,0,0,0.04,3
51047,3843,49323,7.791496867587129,White,White,70.26,13.86,1.66,0.12,10.72,2
51049,1738,9749,17.827469484049647,White,White,63.34,29.98,1.24,0,0.94,6
51051,3665,14272,25.679652466367713,White,White,97.59,0.57,0.12,0,0.91,5
51053,3371,27832,12.111957459039955,White,White,61.85,31.82,0.88,0.07,3.48,2
51057,1835,10921,16.802490614412598,White,White,54.85,39.27,0.62,0,3.6,6
51059,69450,1135370,6.116948659908224,White,White,50.74,9.48,19.07,0.06,16.33,2
51061,4030,69367,5.809678953969467,White,White,79.95,7.35,1.68,0.04,8.31,2
51063,1613,15605,10.336430631207946,White,White,93.22,1.53,0.13,0,2.94,4
51065,1370,25008,5.478246960972489,White,White,78.17,14.21,0.72,0.11,3.52,4
51067,7869,54395,14.466403162055336,White,White,87.2,7.45,0.53,0,2.79,3
51069,5229,84827,6.164310891579332,White,White,83.44,3.87,1.33,0.1,8.6,4
51071,1683,16552,10.167955534074432,White,White,94.93,2.15,0.13,0.17,1.75,4
51073,3251,36948,8.79885244126881,White,White,84.86,8.81,0.74,0,3.57,2
51075,1133,21706,5.219754906477472,White,White,77.74,15.86,1.3,0,2.85,2
51077,3076,14699,20.926593645826248,White,White,89.68,5.5,0.35,0,3.45,6
51079,1231,19372,6.3545323146809825,White,White,82.64,5.24,1.7,0,5.85,4
51081,1259,8244,15.27171276079573,Non-White,Black,36.37,58.7,0.06,0,2.53,6
51083,4690,33807,13.872866566095778,White,White,59.73,34.56,0.8,0,2.07,6
51085,5487,103679,5.2922964148959775,White,White,83.82,8.93,1.54,0.04,2.98,2
51087,29673,324392,9.147266270438235,White,White,53.08,29.45,8.28,0.04,5.65,2
51089,9149,50594,18.08317191761869,White,White,69.84,22.21,0.63,0,5.5,5
51091,220,2179,10.096374483708123,White,White,99.32,0,0,0,0,6
51093,3818,36305,10.516457788183446,White,White,70.67,22.19,0.91,0.07,3.05,2
51095,5366,74001,7.251253361441061,White,White,75.59,12.9,2.42,0.01,5.76,2
51097,874,7031,12.430664201393828,White,White,66.16,26.17,0,0,3.21,6
51099,1329,25942,5.122966617839796,White,White,73.42,16.25,1.34,0,5.36,6
51101,1400,16610,8.428657435279952,White,White,76.77,16.07,1.2,0,2.65,2
51103,1035,10613,9.752190709507207,White,White,67.48,30.82,0.84,0,0.62,6
51105,5694,22348,25.478790048326474,White,White,92.9,3.9,0.26,0,1.98,6
51107,13342,393005,3.394867749774176,White,White,56.11,7.26,18.46,0.08,13.62,2
51109,4209,35682,11.795863460568354,White,White,78.04,14.72,0.58,0,2.94,6
51111,1856,11304,16.418966737438076,White,White,59.4,31.1,2.77,0,4.96,6
51113,852,12994,6.556872402647376,White,White,84.65,8.25,0.84,0,2.89,6
51115,990,8697,11.383235598482235,White,White,85.71,8.84,0.6,0.03,2.53,2
51117,5627,29624,18.994733999459896,White,White,60.01,35.37,0.09,0.01,2.96,6
51119,1036,10314,10.044599573395384,White,White,77.55,13.91,0.08,0.29,1.25,6
51121,20897,88778,23.538489265358535,White,White,83.27,4.37,6.62,0.02,3.24,4
51125,1909,14693,12.992581501395223,White,White,81.08,12.82,0.22,0,4.17,4
51127,1457,21084,6.910453424397647,White,White,78.95,11.98,1.12,0,3.3,2
51131,2079,11529,18.0327868852459,White,White,54.23,33.08,1.03,0,8.78,6
51133,1776,12143,14.625710285761345,White,White,69.72,27.33,0.13,0,0.87,6
51135,2519,13754,18.31467209539043,White,White,54.32,40.08,0.3,0.19,4.41,6
51137,2873,35171,8.168661681498962,White,White,78.08,12.71,0.88,0,5,6
51139,3553,23538,15.094740419746792,White,White,94.06,1.37,0.43,0,2.01,6
51141,2467,17341,14.226399861599678,White,White,89.71,5.92,0.41,0,3.05,6
51143,9656,60029,16.085558646654118,White,White,74.06,19.99,0.45,0.04,2.63,5
51145,1405,26210,5.3605494086226635,White,White,85.73,10.05,0.25,0.16,2.19,2
51147,3248,17491,18.56955005431365,White,White,61.45,30.76,0.83,0,4.17,6
51149,2765,33995,8.133549051331078,White,White,54.87,31.01,1.45,0.41,8.12,2
51153,30294,455747,6.647109031984852,Non-White,White,42.95,20.34,8.27,0.09,23.49,2
51155,4862,32922,14.768240082619524,White,White,90.78,4.34,0.75,0.12,1.77,4
51157,642,7337,8.750170369360774,White,White,88.44,4.54,0.52,0,3.89,2
51159,1254,7268,17.25371491469455,White,White,60.56,26.52,0.34,0,7.13,6
51161,6335,91510,6.922740684078244,White,White,85.81,5.92,3.09,0.01,3.1,3
51163,3167,22334,14.180173726157427,White,White,92.18,3.27,0.66,0,1.91,6
51165,6895,78360,8.799132210311383,White,White,88.68,2.33,0.7,0.07,6.93,4
51167,5677,26862,21.13394386121659,White,White,96.71,1.01,0,0,1.17,6
51169,3254,20974,15.514446457518833,White,White,96.63,0.58,0.31,0,1.38,3
51171,4919,42697,11.520715741152774,White,White,87.61,1.78,0.94,0,7.22,6
51173,5654,29961,18.871199225660025,White,White,94.13,2.1,0.69,0.15,1.99,6
51175,1473,16384,8.990478515625,White,White,61.03,31.9,0.25,0,1.68,6
51177,9198,132006,6.967865097041044,White,White,68.1,15.67,2.3,0.11,9.76,2
51179,6315,142541,4.43030426333476,White,White,61.57,17.21,3.22,0.08,12.95,2
51181,1033,6516,15.85328422344997,White,White,52.61,44.41,0.17,0,0.63,6
51183,1187,9070,13.087100330760752,Non-White,Black,38.32,54.92,1.28,0,3.02,2
